iter	RMSE
0	110.1177997
1	108.6984634
2	107.6397776
3	106.6456909
4	105.6314872
5	104.728105
6	103.4097163
7	102.3265129
8	101.2947771
9	100.4803055
10	99.5114968
11	98.62729173
12	97.55026284
13	96.70994345
14	95.88657404
15	95.01721296
16	94.30830384
17	93.58573039
18	92.72831458
19	91.98008545
20	91.19508758
21	90.39406355
22	89.6613668
23	89.01892661
24	88.30805484
25	87.70926364
26	87.30742764
27	86.70835899
28	86.10750139
29	85.65501361
30	85.03435714
31	84.31349663
32	83.72389706
33	83.2995542
34	82.74400289
35	82.32802992
36	81.6394929
37	81.30103244
38	80.83185754
39	80.43647926
40	80.12210454
41	79.57804044
42	79.12875395
43	78.64434801
44	78.40459427
45	78.0425896
46	77.57890223
47	77.4436645
48	76.9769303
49	76.79129377
50	76.30875464
51	76.15786733
52	76.05214465
53	75.72284618
54	75.33569403
55	74.91328897
56	74.61034529
57	74.24306705
58	74.02478035
59	73.89156842
60	73.512924
61	73.34228997
62	72.95415594
63	72.5332599
64	72.32723064
65	71.87144289
66	71.70785101
67	71.50387156
68	71.10065409
69	70.97185548
70	70.89287394
71	70.56487851
72	70.36080744
73	70.28533408
74	70.06581494
75	69.87216949
76	69.61762346
77	69.41182489
78	69.16515841
79	68.90888171
80	68.73803287
81	68.56017583
82	68.43855237
83	68.29424628
84	67.97401103
85	67.87150033
86	67.78380559
87	67.47383483
88	67.29243869
89	66.99285695
90	66.73087526
91	66.37240339
92	66.17175458
93	66.01083297
94	65.80353504
95	65.6449761
96	65.46198853
97	65.37596137
98	65.28549838
99	65.14871648
100	65.00298256
101	64.79178516
102	64.57919962
103	64.32890646
104	64.17998222
105	64.05723541
106	63.87149934
107	63.68201668
108	63.56558378
109	63.25293178
110	63.08880286
111	62.91182543
112	62.64975481
113	62.57620391
114	62.37233497
115	62.14029347
116	61.91105816
117	61.83063305
118	61.68913817
119	61.43639542
120	61.32109297
121	61.23783979
122	61.00398912
123	60.82012759
124	60.68339004
125	60.42021711
126	60.23615892
127	60.14398839
128	60.0185483
129	59.79965001
130	59.71488758
131	59.60466719
132	59.49623912
133	59.37234184
134	59.2949735
135	59.1313533
136	59.04070471
137	58.85673196
138	58.7377097
139	58.62831668
140	58.54692556
141	58.45627208
142	58.37819412
143	58.16362914
144	58.07642786
145	57.89126171
146	57.80196539
147	57.68624114
148	57.53360602
149	57.31362062
150	57.21185243
151	56.93134716
152	56.83991451
153	56.63228002
154	56.5397609
155	56.44610556
156	56.36195325
157	56.26174576
158	56.12802445
159	55.91674139
160	55.74324895
161	55.64672735
162	55.54050695
163	55.43079146
164	55.33781901
165	55.25434482
166	55.04921011
167	54.99564925
168	54.91469486
169	54.75254176
170	54.53617987
171	54.33198855
172	54.16808107
173	53.95364832
174	53.85335045
175	53.75230826
176	53.53649578
177	53.460029
178	53.36777731
179	53.29197048
180	53.16502592
181	53.05661667
182	52.83490956
183	52.73900232
184	52.60979607
185	52.50421297
186	52.33436273
187	52.2493327
188	52.06680592
189	51.92518402
190	51.8303206
191	51.75547745
192	51.59204213
193	51.32068215
194	51.23901268
195	51.1511888
196	50.95025122
197	50.8775629
198	50.79535207
199	50.57739531
200	50.49891262
201	50.41432287
202	50.16954826
203	50.09334057
204	49.92719354
205	49.72560326
206	49.64237233
207	49.45510159
208	49.38009419
209	49.18558483
210	49.103976
211	49.03078021
212	48.95771451
213	48.79791208
214	48.64626693
215	48.56065579
216	48.49090827
217	48.26831295
218	48.05820569
219	47.98764837
220	47.84756944
221	47.65094464
222	47.58250883
223	47.51293882
224	47.43047011
225	47.32974128
226	47.26444802
227	47.19986742
228	47.02196191
229	46.8669524
230	46.73667124
231	46.67024457
232	46.60706412
233	46.44309682
234	46.37282641
235	46.182716
236	46.10323177
237	46.04139499
238	45.86683338
239	45.70648623
240	45.64434135
241	45.58324028
242	45.49509216
243	45.43616447
244	45.26291521
245	45.20432942
246	45.0456828
247	44.92780046
248	44.81254587
249	44.75379059
250	44.69653187
251	44.53431932
252	44.32225817
253	44.26169893
254	44.20492543
255	44.13125157
256	43.96941197
257	43.82896469
258	43.77363331
259	43.71901109
260	43.6655759
261	43.52203168
262	43.41795921
263	43.36503522
264	43.31242071
265	43.17154892
266	43.12025949
267	43.02466124
268	42.91030896
269	42.85944086
270	42.76559445
271	42.6365329
272	42.58614606
273	42.51624762
274	42.46666987
275	42.30330374
276	42.25432727
277	42.07919432
278	42.01566554
279	41.88404469
280	41.73235709
281	41.68374635
282	41.61767813
283	41.56630804
284	41.40704333
285	41.29108357
286	41.21543262
287	41.1446954
288	41.09718718
289	41.05037006
290	40.92740828
291	40.7885428
292	40.74216901
293	40.69299166
294	40.53040938
295	40.46087374
296	40.4026045
297	40.35729059
298	40.25517855
299	40.21077905
300	40.16705642
301	40.10015851
302	40.00490379
303	39.94318542
304	39.90101271
305	39.7765831
306	39.69083347
307	39.59657724
308	39.45010608
309	39.4050283
310	39.35930542
311	39.29563647
312	39.19596023
313	39.07797391
314	39.03578246
315	38.92869842
316	38.88560485
317	38.78606644
318	38.7449665
319	38.7017478
320	38.6400136
321	38.57658583
322	38.53762422
323	38.42263629
324	38.33466179
325	38.26966367
326	38.17929875
327	38.10344676
328	38.03538456
329	37.94096755
330	37.90073849
331	37.79252502
332	37.67826817
333	37.59055706
334	37.43988404
335	37.40448883
336	37.34400781
337	37.30604739
338	37.26152132
339	37.20649334
340	37.16111101
341	37.09849426
342	37.0467029
343	37.00460334
344	36.96499971
345	36.86380252
346	36.81302445
347	36.75047079
348	36.71647629
349	36.6272803
350	36.53769189
351	36.49898658
